basic_tfactortx_id;basic_gene_symbol;basic_ensembl_gene_id;basic_hgnc_id;basic_ncbi_gene_id;basic_protein_name;basic_uniprot_id;basic_jaspar_url;basic_open_targets_url;basic_tf_superclass;basic_tf_class;basic_tf_family;sort_disease_ot_ard_aging_sum_rank;sort_disease_ot_ard_aging_overall_rank;sort_disease_ot_total_assoc_score_rank;sort_disease_ot_ard_total_assoc_count_score_rank;sort_aging_summary_total_db_entries_count_rank;sort_dev_summary_dev_level_category;disease_ot_total_assoc_count;disease_ot_total_assoc_score;disease_ot_total_assoc_count_rank;disease_ot_total_assoc_score_rank;disease_ot_lowconf_count;disease_ot_lowconf_score;disease_ot_lowconf_count_rank;disease_ot_lowconf_score_rank;disease_ot_modconf_count;disease_ot_modconf_score;disease_ot_modconf_count_rank;disease_ot_modconf_score_rank;disease_ot_hiconf_count;disease_ot_hiconf_score;disease_ot_hiconf_count_rank;disease_ot_hiconf_score_rank;disease_ot_ard_disease_count;disease_ot_ard_total_score;disease_ot_ard_disease_count_rank;disease_ot_ard_total_score_rank;disease_ot_ard_strongest_linked_disease;disease_age-related hearing impairment;disease_age-related hearing impairment_rank;disease_age-related macular degeneration;disease_age-related macular degeneration_rank;disease_Alzheimer disease;disease_Alzheimer disease_rank;disease_atherosclerosis;disease_atherosclerosis_rank;disease_benign prostatic hyperplasia;disease_benign prostatic hyperplasia_rank;disease_cancer;disease_cancer_rank;disease_chronic obstructive pulmonary disease;disease_chronic obstructive pulmonary disease_rank;disease_heart failure;disease_heart failure_rank;disease_Ischemic stroke;disease_Ischemic stroke_rank;disease_myocardial infarction;disease_myocardial infarction_rank;disease_non-alcoholic fatty liver disease;disease_non-alcoholic fatty liver disease_rank;disease_osteoarthritis;disease_osteoarthritis_rank;disease_Osteoporosis;disease_Osteoporosis_rank;disease_Parkinson disease;disease_Parkinson disease_rank;disease_sarcopenia;disease_sarcopenia_rank;disease_type 2 diabetes mellitus;disease_type 2 diabetes mellitus_rank;aging_summary_total_db_entries_count;aging_summary_total_db_entries_count_norm;aging_summary_human;aging_summary_mm_influence;aging_summary_ce_influence;aging_summary_dm_influence;aging_PMID35343830_ce;aging_PMID35343830_dm;aging_PMID35343830_mm;aging_PMID35343830_human;aging_hagr_genage_human_inclusion;aging_hagr_genage_ce_influence;aging_hagr_genage_dm_influence;aging_hagr_genage_mm_influence;aging_hagr_cellage_effect;aging_hagr_longevitymap_entries;aging_agingreg_human_influence;aging_senequest_total_entries;aging_opengenes_ce_influence;aging_opengenes_dm_influence;aging_opengenes_mm_influence;aging_opengenes_human_longevity_assoc;dev_summary_total_db_entries_count;dev_summary_dev_level_category;dev_summary_dev_level_category_note;dev_pharos_tcrd_tdl;dev_dgidb_all_drugs;dev_dgidb_MOA_drugs;dev_ttd_approved_drugs;dev_chembl_target_id;dev_chembl_target_name;dev_chembl_target_type;dev_chembl_compounds;dev_chembl_activites;dev_chembl_drug_count;dev_chembl_max_phase;dev_chembl_modality_list;dev_chembl_first_approval_min
TFTX_1240;ZNF322;ENSG00000181315;HGNC:23640;79692;Zinc finger protein 322 (Zinc finger protein 322A) (Zinc finger protein 388) (Zinc finger protein 489);Q6U7Q0;#N/A;https://platform.opentargets.org/target/ENSG00000181315;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.3 More than 3 adjacent zinc fingers;2875;1139;1542;895;407;5_None;22;0.33;1302;1542;22;0.33;1252;1418;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;3;0.05;726;895;Cancer;0;43;0;213;0;923;0;430;0;288;0.035517529;536;0.003695799;395;0;358;0;251;0;378;0;352;0;353;0;327;0;497;0;134;0.007391597;481;1;0.08;N;#N/A;#N/A;Anti-Longevity;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Anti-Longevity;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_1164;ZNF202;ENSG00000166261;HGNC:12994;7753;Zinc finger protein 202 (Zinc finger protein with KRAB and SCAN domains 10);O95125;#N/A;https://platform.opentargets.org/target/ENSG00000166261;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.3 More than 3 adjacent zinc fingers;2947;1188;1560;949;407;5_None;24;0.28;1268;1560;24;0.28;1224;1446;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;3;0.04;726;949;Atherosclerosis;0;43;0;213;0;923;0.027953583;86;0;288;0.001478319;1275;0;526;0;358;0;251;0.006652437;213;0;352;0;353;0;327;0;497;0;134;0;694;1;0.08;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;3;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_1131;ZNF135;ENSG00000176293;HGNC:12919;7694;Zinc finger protein 135 (Zinc finger protein 61) (Zinc finger protein 78-like 1);P52742;https://jaspar.elixir.no/search?q=P52742;https://platform.opentargets.org/target/ENSG00000176293;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.3 More than 3 adjacent zinc fingers;2783;1079;1569;1032;127;5_None;46;0.25;1059;1569;46;0.25;1013;1467;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;3;0.02;726;1032;Cancer;0;43;0;213;0.003757395;715;0;430;0.007391597;151;0.013587687;850;0;526;0;358;0;251;0;378;0;352;0;353;0;327;0;497;0;134;0;694;2;0.15;Y;#N/A;#N/A;Anti-Longevity;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Anti-Longevity;#N/A;#N/A;#N/A;#N/A;1;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_1163;ZNF200;ENSG00000010539;HGNC:12993;7752;Zinc finger protein 200;P98182;#N/A;https://platform.opentargets.org/target/ENSG00000010539;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.3 More than 3 adjacent zinc fingers;3919;1561;1598;1153;1161;5_None;14;0.13;1415;1598;14;0.13;1380;1546;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;3;0.01;726;1153;Cancer;0;43;0;213;0.001478319;861;0;430;0;288;0.007761177;1001;0;526;0;358;0;251;0;378;0;352;0;353;0;327;0;497;0;134;0.003695799;563;0;0;N;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tdark;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0743;PREB;ENSG00000138073;HGNC:9356;10113;Prolactin regulatory element-binding protein (Mammalian guanine nucleotide exchange factor mSec12);Q9HCU5;#N/A;https://platform.opentargets.org/target/ENSG00000138073;0 Yet undefined DNA-binding domains;0.0 Uncharacterized;0.0.0 Uncharacterized/Undefined;2881;1143;1244;1199;407;5_None;33;1.4;1167;1244;31;0.54;1137;1312;1;0.31;1201;1292;1;0.55;396;485;4;0.01;588;1199;Non-Alcoholic Fatty Liver Disease;0;43;0;213;0.001478319;861;0.001478319;389;0;288;0;1354;0;526;0;358;0;251;0;378;0.004434958;229;0;353;0;327;0;497;0;134;0.002751317;624;1;0.08;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0820;SIX4;ENSG00000100625;HGNC:10890;51804;Homeobox protein SIX4 (Sine oculis homeobox homolog 4);Q9UIU6;#N/A;https://platform.opentargets.org/target/ENSG00000100625;3 Helix-turn-helix domains;3.1 Homeo domain factors;3.1.6 HD-SINE;2301;839;1080;783;407;5_None;67;2.4;934;1080;64;1.29;897;1027;2;0.61;1069;1125;1;0.5;396;616;4;0.07;588;783;Type 2 Diabetes Mellitus;0;43;0;213;0.021415099;365;0;430;0;288;0.015139265;818;0.002587059;471;0;358;0;251;0;378;0;352;0;353;0;327;0;497;0;134;0.032426965;292;1;0.08;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0424;INSM1;ENSG00000173404;HGNC:6090;3642;Insulinoma-associated protein 1 (Zinc finger protein IA-1);Q01101;https://jaspar.elixir.no/search?q=Q01101;https://platform.opentargets.org/target/ENSG00000173404;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.4 Factors with multiple dispersed zinc fingers;2062;718;579;1045;407;5_None;313;9.03;336;579;308;6.88;297;389;4;1.59;889;832;1;0.56;396;464;4;0.02;588;1045;Cancer;0;43;0;213;0.001478319;861;0;430;0;288;0.012911588;870;0.003695799;395;0;358;0;251;0;378;0;352;0;353;0;327;0;497;0;134;0.004434958;542;1;0.08;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0189;EHF;ENSG00000135373;HGNC:3246;26298;ETS homologous factor (hEHF) (ETS domain-containing transcription factor) (Epithelium-specific Ets transcription factor 3) (ESE-3);Q9NZC4;https://jaspar.elixir.no/search?q=Q9NZC4;https://platform.opentargets.org/target/ENSG00000135373;3 Helix-turn-helix domains;3.5 Tryptophan cluster factors;3.5.2 Ets-related;1501;469;695;754;62;4_Low;174;6.9;562;695;169;4.66;527;526;4;1.7;889;803;1;0.54;396;502;4;0.08;588;754;Cancer;0;43;0;213;0.007022017;590;0;430;0;288;0.065167563;316;0.003695799;395;0;358;0;251;0;378;0.003695799;246;0;353;0;327;0;497;0;134;0;694;3;0.23;Y;#N/A;Pro-Longevity;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Pro-Longevity;#N/A;#N/A;Induces;#N/A;Unclear;4;#N/A;#N/A;#N/A;#N/A;2;4_Low;Possibly targetable with +/- conflicting evidence across databases (e.g. Pharos TDL at least Tchem and/or DGIDB ALL >0) but no indication of drugs with known MOA.;Tbio;1;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0671;OVOL2;ENSG00000125850;HGNC:15804;58495;Transcription factor Ovo-like 2 (hOvo2) (Zinc finger protein 339);Q9BRP0;https://jaspar.elixir.no/search?q=Q9BRP0;https://platform.opentargets.org/target/ENSG00000125850;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.3 More than 3 adjacent zinc fingers;2032;704;984;610;407;5_None;100;3.11;804;984;95;1.44;765;993;4;1.09;889;961;1;0.58;396;452;4;0.12;588;610;Cancer;0;43;0;213;0.004434958;676;0;430;0;288;0.08759345;184;0;526;0;358;0;251;0.003695799;268;0;352;0;353;0;327;0;497;0;134;0.023837901;331;1;0.08;N;#N/A;#N/A;Anti-Longevity;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Anti-Longevity;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0425;INSM2;ENSG00000168348;HGNC:17539;84684;Insulinoma-associated protein 2 (Zinc finger protein IA-6);Q96T92;#N/A;https://platform.opentargets.org/target/ENSG00000168348;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.4 Factors with multiple dispersed zinc fingers;2488;929;1007;1043;407;5_None;58;2.88;986;1007;53;1.26;970;1034;4;1.09;889;959;1;0.53;396;539;4;0.02;588;1043;Non-Alcoholic Fatty Liver Disease;0;43;0;213;0.007391597;561;0;430;0;288;0.001478319;1275;0;526;0;358;0;251;0;378;0.007761177;189;0;353;0;327;0;497;0;134;0.006252868;505;1;0.08;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0991;TSHZ1;ENSG00000179981;HGNC:10669;10194;Teashirt homolog 1 (Antigen NY-CO-33) (Serologically defined colon cancer antigen 33);Q6ZSZ6;#N/A;https://platform.opentargets.org/target/ENSG00000179981;3 Helix-turn-helix domains;3.1 Homeo domain factors;3.1.8 HD-ZF;1997;689;683;876;407;5_None;154;7.03;626;683;148;4.73;590;518;5;1.73;804;796;1;0.57;396;461;4;0.05;588;876;Type 2 Diabetes Mellitus;0;43;0;213;0.016631093;407;0;430;0;288;0.008877719;970;0;526;0.004250168;221;0;251;0;378;0;352;0;353;0;327;0;497;0;134;0.01975199;355;1;0.08;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0087;CBX2;ENSG00000173894;HGNC:1552;84733;Chromobox protein homolog 2;Q14781;#N/A;https://platform.opentargets.org/target/ENSG00000173894;0 Yet undefined DNA-binding domains;0.0 Uncharacterized;0.0.0 Uncharacterized/Undefined;1784;597;716;630;407;4_Low;162;6.48;596;716;156;4.5;560;547;5;1.35;804;897;1;0.64;396;434;4;0.11;588;630;Cancer;0;43;0;213;0;923;0.001478319;389;0.008315547;145;0.100818004;109;0.003695799;395;0;358;0;251;0;378;0;352;0;353;0;327;0;497;0;134;0;694;1;0.08;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;5;#N/A;#N/A;#N/A;#N/A;1;4_Low;Possibly targetable with +/- conflicting evidence across databases (e.g. Pharos TDL at least Tchem and/or DGIDB ALL >0) but no indication of drugs with known MOA.;Tchem;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_1166;ZNF207;ENSG00000010244;HGNC:12998;7756;BUB3-interacting and GLEBS motif-containing protein ZNF207 (BuGZ) (hBuGZ) (Zinc finger protein 207);O43670;#N/A;https://platform.opentargets.org/target/ENSG00000010244;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.0 Uncharacterized/Undefined;1059;297;805;72;407;5_None;91;5.21;833;805;85;2.57;809;767;5;2.08;804;725;1;0.56;396;463;4;0.96;588;72;Alzheimer Disease;0;43;0;213;0.462898768;5;0;430;0;288;0.027163881;634;0.005913278;350;0;358;0;251;0;378;0;352;0;353;0;327;0.461974818;4;0;134;0;694;1;0.08;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Inhibits;#N/A;#N/A;2;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0194;ELF5;ENSG00000135374;HGNC:3320;2001;ETS-related transcription factor Elf-5 (E74-like factor 5) (Epithelium-restricted ESE-1-related Ets factor) (Epithelium-specific Ets transcription factor 2) (ESE-2);Q9UKW6;https://jaspar.elixir.no/search?q=Q9UKW6;https://platform.opentargets.org/target/ENSG00000135374;3 Helix-turn-helix domains;3.5 Tryptophan cluster factors;3.5.2 Ets-related;2024;702;927;659;407;3_Medium to Low;108;3.76;774;927;102;1.57;746;965;5;1.68;804;811;1;0.5;396;613;4;0.1;588;659;Cancer;0;43;0;213;0.007391597;561;0;430;0;288;0.076894508;253;0.005174118;361;0;358;0;251;0.013489665;150;0;352;0;353;0;327;0;497;0;134;0;694;1;0.08;N;#N/A;Unclear;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Unclear;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;3;3_Medium to Low;"DGIDB indicates drugs with known MOA but a ""Medium"" development level (drugs in or en route to the clinic) not supported by the other databases (at most Tbio and no further information).";Tbio;1;1;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0493;LHX9;ENSG00000143355;HGNC:14222;56956;LIM/homeobox protein Lhx9 (LIM homeobox protein 9);Q9NQ69;https://jaspar.elixir.no/search?q=Q9NQ69;https://platform.opentargets.org/target/ENSG00000143355;3 Helix-turn-helix domains;3.1 Homeo domain factors;3.1.5 HD-LIM;1439;440;472;785;127;5_None;248;11.57;412;472;241;9.28;380;287;6;1.77;734;791;1;0.52;396;555;4;0.07;588;785;Chronic Obstructive Pulmonary Disease;0;43;0;213;0.007391597;561;0;430;0;288;0.016587565;788;0.035479666;129;0;358;0;251;0;378;0;352;0;353;0;327;0.011087396;272;0;134;0;694;2;0.15;Y;#N/A;Pro-Longevity;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;Pro-Longevity;#N/A;#N/A;#N/A;#N/A;#N/A;1;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_1020;ZBED3;ENSG00000132846;HGNC:20711;84327;Zinc finger BED domain-containing protein 3 (Axin-interacting protein);Q96IU2;#N/A;https://platform.opentargets.org/target/ENSG00000132846;2 Zinc-coordinating DNA-binding domains;2.3 C2H2 zinc finger factors;2.3.5 BED zinc finger factors;1692;554;933;321;407;5_None;70;3.68;924;933;63;1.69;906;934;6;1.48;734;856;1;0.51;396;603;4;0.36;588;321;Type 2 Diabetes Mellitus;0;43;0;213;0;923;0;430;0;288;0.064139298;322;0;526;0;358;0;251;0;378;0.036218826;81;0.002217479;296;0;327;0;497;0;134;0.253558967;99;1;0.08;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;2;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0403;HOXD10;ENSG00000128710;HGNC:5133;3236;Homeobox protein Hox-D10 (Homeobox protein Hox-4D) (Homeobox protein Hox-4E);P28358;https://jaspar.elixir.no/search?q=P28358;https://platform.opentargets.org/target/ENSG00000128710;3 Helix-turn-helix domains;3.1 Homeo domain factors;3.1.1 HOX;1844;619;635;771;407;3_Medium to Low;193;7.83;515;635;185;4.69;480;523;7;2.61;698;656;1;0.54;396;499;4;0.08;588;771;Cancer;0;43;0;213;0.021250842;367;0;430;0;288;0.039603772;489;0.012883964;261;0;358;0;251;0;378;0;352;0.001478319;327;0;327;0;497;0;134;0;694;1;0.08;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;#N/A;#N/A;#N/A;#N/A;3;3_Medium to Low;"DGIDB indicates drugs with known MOA but a ""Medium"" development level (drugs in or en route to the clinic) not supported by the other databases (at most Tbio and no further information).";Tbio;2;2;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0623;NKX3-2;ENSG00000109705;HGNC:951;579;Homeobox protein Nkx-3.2 (Bagpipe homeobox protein homolog 1) (Homeobox protein NK-3 homolog B);P78367;https://jaspar.elixir.no/search?q=P78367;https://platform.opentargets.org/target/ENSG00000109705;3 Helix-turn-helix domains;3.1 Homeo domain factors;3.1.2 NK;1669;541;619;612;407;3_Medium to Low;150;8.12;636;619;139;4.58;618;542;10;2.8;596;646;1;0.74;396;414;4;0.12;588;612;Osteoarthritis;0;43;0;213;0;923;0;430;0;288;0.045693416;433;0.003695799;395;0;358;0;251;0;378;0.001478319;315;0.068323559;43;0;327;0;497;0;134;0;694;1;0.08;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;#N/A;#N/A;#N/A;#N/A;3;3_Medium to Low;"DGIDB indicates drugs with known MOA but a ""Medium"" development level (drugs in or en route to the clinic) not supported by the other databases (at most Tbio and no further information).";Tbio;10;10;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0622;NKX3-1;ENSG00000167034;HGNC:7838;4824;Homeobox protein Nkx-3.1 (Homeobox protein NK-3 homolog A);Q99801;https://jaspar.elixir.no/search?q=Q99801;https://platform.opentargets.org/target/ENSG00000167034;3 Helix-turn-helix domains;3.1 Homeo domain factors;3.1.2 NK;1927;658;724;765;407;5_None;178;6.39;552;724;167;2.79;534;728;10;3.04;596;613;1;0.55;396;487;4;0.08;588;765;Benign Prostatic Hyperplasia;0;43;0;213;0.011087396;480;0;430;0.038308991;51;0.019897566;740;0;526;0;358;0;251;0;378;0;352;0.007391597;201;0;327;0;497;0;134;0;694;1;0.08;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;2;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0053;ATOH8;ENSG00000168874;HGNC:24126;84913;Transcription factor ATOH8 (Class A basic helix-loop-helix protein 21) (bHLHa21) (Helix-loop-helix protein hATH-6) (hATH6) (Protein atonal homolog 8);Q96SQ7;#N/A;https://platform.opentargets.org/target/ENSG00000168874;1 Basic domains;1.2 Basic helix-loop-helix factors (bHLH);1.2.3 Tal-related;1365;410;807;120;407;5_None;85;5.18;863;807;74;1.47;857;990;10;3.21;596;597;1;0.5;396;620;4;0.76;588;120;Alzheimer Disease;0;43;0;213;0.362705056;38;0.009424286;209;0;288;0.021369819;718;0;526;0;358;0;251;0;378;0;352;0;353;0;327;0.362705056;28;0;134;0;694;1;0.08;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;4;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0683;PAX9;ENSG00000198807;HGNC:8623;5083;Paired box protein Pax-9;P55771;https://jaspar.elixir.no/search?q=P55771;https://platform.opentargets.org/target/ENSG00000198807;3 Helix-turn-helix domains;3.2 Paired box factors;3.2.2 PD;1650;531;225;257;1161;5_None;514;25.78;184;225;499;19.76;151;89;14;5.26;485;440;1;0.76;396;411;4;0.46;588;257;Osteoarthritis;0;43;0;213;0;923;0.008869917;220;0;288;0.044260171;443;0.004322031;384;0;358;0;251;0;378;0;352;0.402799037;8;0;327;0;497;0;134;0;694;0;0;N;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;5_None;Pharos TDL at most Tbio and no other database indicates available drugs, with or without known MOA.;Tbio;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
TFTX_0127;CSRNP3;ENSG00000178662;HGNC:30729;80034;Cysteine/serine-rich nuclear protein 3 (CSRNP-3) (Protein FAM130A2) (TGF-beta-induced apoptosis protein 2) (TAIP-2);Q8WYN3;#N/A;https://platform.opentargets.org/target/ENSG00000178662;0 Yet undefined DNA-binding domains;0.1 AXUD/CSRNP domain factors;0.1.1 CSRNP;2131;751;715;978;407;4_Low;70;6.48;924;715;55;1.69;952;933;14;4.28;485;501;1;0.5;396;615;4;0.03;588;978;Type 2 Diabetes Mellitus;0;43;0;213;0.002217479;825;0.001478319;389;0;288;0.001478319;1275;0;526;0;358;0;251;0;378;0;352;0;353;0;327;0;497;0;134;0.02657721;313;1;0.08;Y;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1;#N/A;#N/A;#N/A;#N/A;2;4_Low;Possibly targetable with +/- conflicting evidence across databases (e.g. Pharos TDL at least Tchem and/or DGIDB ALL >0) but no indication of drugs with known MOA.;Tdark;1;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
