Gene Name;Overall Rank;All Diseases Rank;ARDs Rank;Strongest Linked ARD;Aging Rank;Human Link Y/N;M. musculus Link;C. elegans Link;D. melanogaster Link;Development Level;Pharos TDL
GMEB2;620;941;476;Cancer;407;Yes;None;None;None;None;Tdark
ZNF689;621;1061;638;Alzheimer Disease;127;Yes;None;None;Anti-Longevity;None;Tbio
PITX3;622;634;789;Parkinson Disease;407;Yes;None;None;None;None;Tbio
FOXD1;623;823;606;Cancer;407;Yes;None;None;None;None;Tbio
PHF19;624;705;727;Cancer;407;Yes;None;None;None;None;Tbio
CREB3L4;625;542;891;Cancer;407;Yes;None;None;None;None;Tbio
EGR3;625;751;682;Chronic Obstructive Pulmonary Disease;407;Yes;None;None;None;Medium to Low;Tbio
NFATC4;625;862;571;Type 2 Diabetes Mellitus;407;Yes;None;None;None;None;Tbio
DMBX1;628;523;157;Alzheimer Disease;1161;No;None;None;None;None;Tbio
VSX1;629;647;792;Cancer;407;No;None;Pro-Longevity;None;None;Tbio
ZNF230;630;1248;475;Alzheimer Disease;127;Yes;None;None;Pro-Longevity;None;Tbio
DMRT2;631;444;252;Type 2 Diabetes Mellitus;1161;No;None;None;None;None;Tbio
TBX20;632;377;320;Myocardial Infarction;1161;No;None;None;None;None;Tbio
ZNF589;632;1141;590;Type 2 Diabetes Mellitus;127;Yes;None;None;Anti-Longevity;None;Tbio
TBX15;634;174;524;Cancer;1161;No;None;None;None;None;Tbio
JDP2;635;788;667;Cancer;407;Yes;None;None;None;None;Tbio
TBXT;635;334;367;Cancer;1161;No;None;None;None;Low;Tbio
AEBP2;637;585;871;Myocardial Infarction;407;Yes;None;None;None;None;Tbio
ZNF114;637;1213;243;Alzheimer Disease;407;Yes;None;None;None;None;Tdark
MNT;639;720;1084;Cancer;62;No;None;Anti-Longevity;Pro-Longevity;None;Tbio
ZBTB46;640;453;254;Type 2 Diabetes Mellitus;1161;No;None;None;None;None;Tbio
NRL;641;706;757;Age-Related Macular Degeneration;407;Yes;None;None;None;None;Tbio
IRX5;642;466;998;Cancer;407;Yes;None;None;None;None;Tbio
USF2;643;969;778;Cancer;127;Yes;None;Pro-Longevity;None;None;Tbio
CXXC4;644;498;970;Cancer;407;Yes;None;None;None;Low;Tbio
GATAD2A;644;507;207;Alzheimer Disease;1161;No;None;None;None;None;Tbio
TCF20;646;383;335;Alzheimer Disease;1161;No;None;None;None;None;Tbio
ZBED6;646;622;1130;Alzheimer Disease;127;Yes;None;Pro-Longevity;None;None;Tbio
BARX2;648;657;816;Cancer;407;Yes;None;None;None;None;Tbio
TCF7L1;648;557;916;Cancer;407;Yes;None;None;None;None;Tbio
ONECUT1;650;430;290;Type 2 Diabetes Mellitus;1161;No;None;None;None;Medium to Low;Tbio
BATF3;651;666;813;Atherosclerosis;407;Yes;None;None;None;None;Tbio
RFX4;652;721;1040;Alzheimer Disease;127;Yes;None;Anti-Longevity;None;None;Tbio
SOX7;653;401;330;Type 2 Diabetes Mellitus;1161;No;None;None;None;None;Tbio
TBX22;654;565;169;Alzheimer Disease;1161;No;None;None;None;None;Tbio
KCNIP3;655;934;555;Cancer;407;Yes;None;None;None;None;Tbio
NKX3-1;655;724;765;Benign Prostatic Hyperplasia;407;Yes;None;None;None;None;Tbio
NKX6-2;657;790;983;Cancer;127;Yes;None;Pro-Longevity;None;None;Tbio
SP100;658;775;719;Cancer;407;Yes;None;None;None;None;Tbio
ZNF628;659;570;172;Alzheimer Disease;1161;No;None;None;None;None;Tdark
BAZ2B;660;610;888;Cancer;407;Yes;None;None;None;Low;Tchem
HOXA3;661;773;726;Alzheimer Disease;407;Yes;None;None;None;Medium to Low;Tbio
ZFP14;661;1005;774;Cancer;127;Yes;None;None;Anti-Longevity;None;Tdark
ZFP42;661;527;218;Alzheimer Disease;1161;No;None;None;None;None;Tbio
ZNF646;664;1004;782;Type 2 Diabetes Mellitus;127;Yes;None;None;Anti-Longevity;None;Tdark
TFAP2C;665;548;959;Cancer;407;Yes;None;None;None;None;Tbio
BAZ2A;666;793;716;Cancer;407;Yes;None;None;None;Low;Tchem
IRF9;666;955;554;Cancer;407;Yes;None;None;None;None;Tbio
NFYA;668;951;564;Cancer;407;Yes;None;None;None;None;Tbio
SETDB2;669;772;744;Atherosclerosis;407;No;None;Pro-Longevity;None;None;Tbio
NKX2-1;670;135;628;Cancer;1161;No;None;None;None;None;Tbio
FOXJ1;671;672;847;Chronic Obstructive Pulmonary Disease;407;Yes;None;None;None;None;Tbio
ZNF708;672;1173;348;Type 2 Diabetes Mellitus;407;Yes;None;None;None;None;Tdark
ZNF224;673;1099;703;Alzheimer Disease;127;Yes;None;None;Anti-Longevity;None;Tbio
ESRRG;674;323;448;Cancer;1161;Yes;None;None;None;Medium;Tchem
SOX13;675;906;624;Alzheimer Disease;407;Yes;None;None;None;None;Tbio
NHLH2;676;577;960;Type 2 Diabetes Mellitus;407;Yes;None;None;None;None;Tbio
DZIP1;677;593;945;Parkinson Disease;407;Yes;None;None;None;None;Tbio
HSF5;678;643;904;Ischemic Stroke;407;No;None;Pro-Longevity;None;None;Tbio
AHRR;679;600;198;Age-Related Hearing Impairment;1161;No;None;None;None;Low;Tbio
HOXB4;679;865;687;Chronic Obstructive Pulmonary Disease;407;Yes;None;None;None;Medium to Low;Tbio
ZNF367;681;745;809;Cancer;407;Yes;None;None;None;None;Tbio
KLF1;682;301;502;Cancer;1161;No;None;None;None;None;Tbio
TSHZ1;683;683;876;Type 2 Diabetes Mellitus;407;Yes;None;None;None;None;Tbio
POU3F1;684;627;938;Cancer;407;Yes;None;None;None;None;Tbio
ZNF692;685;1039;528;Chronic Obstructive Pulmonary Disease;407;Yes;None;None;None;None;Tbio
OSR2;686;596;977;Benign Prostatic Hyperplasia;407;Yes;None;None;None;None;Tbio
FOXC2;687;368;452;Cancer;1161;No;None;None;None;Low;Tbio
BACH1;688;546;282;Cancer;1161;No;None;None;None;None;Tbio
MSC;688;698;884;Non-Alcoholic Fatty Liver Disease;407;Yes;None;None;None;None;Tbio
NFIL3;690;427;403;Cancer;1161;No;None;None;None;None;Tbio
CREB3;691;1085;500;Type 2 Diabetes Mellitus;407;Yes;None;None;None;None;Tbio
ELF5;692;927;659;Cancer;407;No;None;Unclear;None;Medium to Low;Tbio
RXRB;693;447;390;Alzheimer Disease;1161;No;None;None;None;High;Tclin
ZNF341;694;675;164;Alzheimer Disease;1161;No;None;None;None;None;Tbio
HOXC5;695;660;180;Type 2 Diabetes Mellitus;1161;No;None;None;None;Medium to Low;Tbio
OVOL2;695;984;610;Cancer;407;No;None;None;Anti-Longevity;None;Tbio
YBX2;695;618;976;Cancer;407;Yes;None;None;None;None;Tbio
FOXS1;698;981;615;Cancer;407;Yes;None;None;None;None;Tbio
RFX8;698;713;883;Cancer;407;No;None;Anti-Longevity;None;None;Tdark
ZNF329;700;813;784;Age-Related Macular Degeneration;407;Yes;None;None;None;None;Tdark
SRCAP;701;590;1010;Alzheimer Disease;407;Yes;None;None;None;None;Tbio
GPBP1;702;869;733;Cancer;407;Yes;None;None;None;None;Tbio
HAND2;703;358;491;Cancer;1161;No;None;None;None;None;Tbio
MAFK;703;864;739;Type 2 Diabetes Mellitus;407;Yes;None;None;None;Low;Tbio
PAX7;705;187;664;Cancer;1161;No;None;None;None;None;Tbio
ZNF585A;706;1195;695;Parkinson Disease;127;Yes;None;None;Anti-Longevity;None;Tdark
ASH1L;707;336;521;Chronic Obstructive Pulmonary Disease;1161;No;None;None;None;None;Tbio
ZNF410;708;1174;718;Type 2 Diabetes Mellitus;127;Yes;None;Pro-Longevity;None;None;Tbio
RFX1;709;1144;749;Cancer;127;Yes;None;Anti-Longevity;None;None;Tbio
ETV2;710;1052;562;Myocardial Infarction;407;No;None;Pro-Longevity;None;Medium to Low;Tbio
HOXC9;711;616;1001;Cancer;407;Yes;None;None;None;None;Tbio
ZNF32;712;679;187;Myocardial Infarction;1161;No;None;None;None;None;Tbio
ZSCAN2;712;815;1085;Chronic Obstructive Pulmonary Disease;127;Yes;None;None;Anti-Longevity;None;Tdark
INSM1;714;579;1045;Cancer;407;Yes;None;None;None;None;Tbio
TBX1;715;270;603;Cancer;1161;No;None;None;None;None;Tbio
ZBTB26;716;1068;561;Type 2 Diabetes Mellitus;407;Yes;None;None;None;None;Tdark
ZNF564;717;1187;444;Osteoarthritis;407;No;None;None;Anti-Longevity;None;Tdark
HOXA7;718;1032;600;Cancer;407;Yes;None;None;None;Low;Tbio
MXD4;719;918;1088;Cancer;34;Yes;None;Anti-Longevity;Unclear;None;Tbio
AIRE;720;247;635;Age-Related Macular Degeneration;1161;No;None;None;None;Medium to Low;Tbio
ZNF569;721;1102;537;Cancer;407;No;None;None;Anti-Longevity;None;Tbio
HOXB3;722;708;932;Cancer;407;Yes;None;None;None;Medium to Low;Tbio
ZNF785;723;1250;391;Alzheimer Disease;407;Yes;None;None;None;None;Tdark
OTP;724;904;738;Type 2 Diabetes Mellitus;407;No;None;Pro-Longevity;None;None;Tbio
ZBTB24;725;902;741;Alzheimer Disease;407;Yes;None;None;None;None;Tbio
SHOX2;726;411;483;Cancer;1161;No;None;None;None;None;Tbio
AEBP1;727;598;298;Type 2 Diabetes Mellitus;1161;No;None;None;None;Medium to Low;Tbio
EEA1;728;990;661;Alzheimer Disease;407;Yes;None;None;None;None;Tbio
DLX4;729;885;772;Cancer;407;Yes;None;None;None;Medium to Low;Tbio
TCFL5;730;759;899;Heart Failure;407;Yes;None;None;None;None;Tbio
DMRT1;731;416;490;Alzheimer Disease;1161;No;None;None;None;None;Tbio
CHCHD3;732;697;966;Cancer;407;Yes;None;None;None;None;Tbio
TFEC;732;654;1009;Cancer;407;No;None;Pro-Longevity;None;None;Tbio
FOXN2;734;611;1068;Cancer;407;Yes;None;None;None;None;Tbio
NPAS4;735;950;730;Alzheimer Disease;407;Yes;None;None;None;None;Tbio
REPIN1;736;1031;650;Non-Alcoholic Fatty Liver Disease;407;Yes;None;None;None;None;Tbio
TFCP2;737;1131;552;Alzheimer Disease;407;Yes;None;None;None;None;Tbio
NEUROG3;738;748;183;Type 2 Diabetes Mellitus;1161;No;None;None;None;None;Tbio
ZNF366;739;332;1354;Cancer;407;No;None;None;Anti-Longevity;None;Tbio
PRDM14;740;637;297;Type 2 Diabetes Mellitus;1161;No;None;None;None;None;Tbio
ZNF507;740;509;1179;Cancer;407;Yes;None;None;None;None;Tdark
TBPL2;742;771;920;Type 2 Diabetes Mellitus;407;No;None;Pro-Longevity;None;None;Tbio
CSRNP3;743;715;978;Type 2 Diabetes Mellitus;407;Yes;None;None;None;Low;Tdark
PRMT3;744;1011;684;Cancer;407;Yes;None;None;None;Low;Tchem
ZNF469;744;490;1205;Cancer;407;Yes;None;None;None;None;Tbio
ZNF384;746;373;576;Alzheimer Disease;1161;No;None;None;None;None;Tbio
IKZF4;747;890;814;Alzheimer Disease;407;Yes;None;None;None;None;Tbio
ELF2;748;992;995;Cancer;127;Yes;None;None;Anti-Longevity;Medium to Low;Tbio
RFX5;749;674;1034;Cancer;407;Yes;None;None;None;None;Tbio
ZIC5;750;907;803;Cancer;407;Yes;None;None;None;None;Tbio
CHAMP1;751;729;982;Cancer;407;Yes;None;None;None;None;Tbio
MAFA;752;921;791;Type 2 Diabetes Mellitus;407;Yes;None;None;None;None;Tbio
HOMEZ;753;746;213;Alzheimer Disease;1161;No;None;None;None;None;Tbio
PA2G4;753;884;829;Cancer;407;Yes;None;None;None;None;Tbio
HOXA10;755;425;535;Cancer;1161;No;None;None;None;None;Tbio
E2F6;756;804;911;Cancer;407;Yes;None;None;None;Medium;Tbio
HES5;757;1041;675;Cancer;407;Yes;None;None;None;None;Tbio
ZBTB33;757;1197;799;Cancer;127;Yes;None;None;None;None;Tbio
ZNF667;759;1210;787;Cancer;127;Yes;None;None;Anti-Longevity;None;Tbio
ZFP90;760;828;1172;Cancer;127;Yes;None;None;Anti-Longevity;None;Tbio
ZKSCAN3;760;1331;734;Cancer;62;Yes;None;None;Anti-Longevity;None;Tbio
ZNF335;760;289;677;Age-Related Macular Degeneration;1161;No;None;None;None;None;Tbio
HMBOX1;763;1040;681;Cancer;407;Yes;None;None;None;None;Tbio
ZNF276;764;580;388;Cancer;1161;No;None;None;None;None;Tdark
ZNF300;765;1163;843;Cancer;127;Yes;None;None;Anti-Longevity;None;Tbio
PAX1;766;189;786;Cancer;1161;No;None;None;None;None;Tbio
ZNF395;766;910;819;Cancer;407;Yes;None;None;None;None;Tbio
MAZ;768;1086;645;Cancer;407;Yes;None;None;None;Low;Tbio
BCL6B;769;822;910;Cancer;407;Yes;None;None;None;None;Tbio
SCMH1;770;397;582;Chronic Obstructive Pulmonary Disease;1161;No;None;None;None;None;Tbio
ZNF385A;771;806;929;Cancer;407;Yes;None;None;None;None;Tbio
HOXA2;772;764;975;Cancer;407;Yes;None;None;None;None;Tbio
PRDM2;773;205;781;Cancer;1161;No;None;None;None;None;Tbio
ZNF281;773;568;418;Type 2 Diabetes Mellitus;1161;No;None;None;None;None;Tbio
ZNF574;773;847;893;Alzheimer Disease;407;No;None;None;Anti-Longevity;None;Tdark
SAFB;776;863;880;Cancer;407;Yes;None;None;None;None;Tbio
UBP1;777;752;240;Parkinson Disease;1161;No;None;None;None;None;Tbio
TMF1;778;682;1065;Cancer;407;Yes;None;None;None;None;Tbio
BNC1;779;704;1047;Cancer;407;Yes;None;None;None;Medium to Low;Tbio
HOXB6;780;882;875;Alzheimer Disease;407;Yes;None;None;None;Medium to Low;Tbio
NKRF;781;1364;394;Alzheimer Disease;407;Yes;None;None;None;None;Tbio
HES7;782;435;1325;Cancer;407;Yes;None;None;None;None;Tbio
NEUROG2;783;903;858;Parkinson Disease;407;Yes;None;None;None;None;Tbio
ZBTB41;783;1184;577;Age-Related Macular Degeneration;407;No;None;None;Anti-Longevity;None;Tdark
BATF;785;442;569;Cancer;1161;No;None;None;None;None;Tbio
ZBTB37;786;818;196;Alzheimer Disease;1161;No;None;None;None;None;Tdark
ZNF24;786;726;1042;Cancer;407;Yes;None;None;None;None;Tbio
LHX6;788;838;178;Alzheimer Disease;1161;No;None;None;None;None;Tbio
RAG1;788;254;762;Cancer;1161;No;None;None;None;None;Tbio
SGSM2;790;850;925;Cancer;407;Yes;None;None;None;None;Tbio
LHX8;791;642;1137;Cancer;407;Yes;None;None;None;None;Tbio
HOXB5;792;777;1007;Cancer;407;Yes;None;None;None;Medium to Low;Tbio
HOXC10;793;388;644;Cancer;1161;No;None;None;None;Low;Tbio
PAX2;794;211;823;Cancer;1161;No;None;None;None;Low;Tbio
SP5;794;939;1129;Cancer;127;Yes;None;Pro-Longevity;None;None;Tdark
ZNF44;794;1214;574;Cancer;407;No;None;None;Anti-Longevity;None;Tbio
ZKSCAN2;797;1008;1061;Chronic Obstructive Pulmonary Disease;127;Yes;None;None;Anti-Longevity;None;Tdark
ZNF418;798;1352;722;Myocardial Infarction;127;Yes;None;None;Anti-Longevity;None;Tbio
ZNF830;799;1147;649;Age-Related Macular Degeneration;407;Yes;None;None;None;None;Tdark
ZNF717;800;873;1204;Cancer;127;Yes;None;None;Anti-Longevity;None;Tdark
ZNF398;801;887;912;Cancer;407;Yes;None;None;None;None;Tbio
ZC3H8;802;924;123;Alzheimer Disease;1161;No;None;None;None;None;Tbio
LIN54;803;496;1307;Cancer;407;Yes;None;None;None;None;Tbio
HOXD8;804;756;1048;Cancer;407;Yes;None;None;None;Medium to Low;Tbio
MKX;805;691;360;Alzheimer Disease;1161;No;None;None;None;None;Tbio
ZBTB9;805;912;139;Alzheimer Disease;1161;No;None;None;None;None;Tdark
ZNF579;807;886;167;Alzheimer Disease;1161;No;None;None;None;None;Tdark
E2F5;808;983;827;Cancer;407;Yes;None;None;None;Medium;Tbio
GTF2IRD2;808;673;383;Type 2 Diabetes Mellitus;1161;No;None;None;None;None;Tbio
ZNF711;808;889;1201;Cancer;127;Yes;None;None;Anti-Longevity;None;Tbio
NHLH1;811;769;1323;Cancer;127;Yes;None;Anti-Longevity;None;Low;Tbio
ZNF23;812;919;1176;Cancer;127;Yes;None;None;Anti-Longevity;None;Tbio
ZNF485;812;786;275;Myocardial Infarction;1161;No;None;None;None;None;Tdark
GLMP;814;661;1155;Non-Alcoholic Fatty Liver Disease;407;Yes;None;None;None;None;Tdark
DUX4;815;1150;670;Cancer;407;No;None;Pro-Longevity;None;None;Tbio
ZNF471;816;997;1105;Cancer;127;Yes;None;None;Anti-Longevity;None;Tbio
ZNF704;817;780;1044;Cancer;407;Yes;None;None;None;None;Tdark
UNCX;818;412;1413;Cancer;407;No;None;None;None;None;Tbio
HOXA6;819;1016;810;Cancer;407;Yes;None;None;None;Medium to Low;Tbio
ZNF501;820;1252;575;Cancer;407;Yes;None;None;None;Low;Tdark
TSC22D1;821;1025;804;Cancer;407;Yes;None;None;None;None;Tbio
ARID5A;822;930;900;Cancer;407;Yes;None;None;None;None;Tbio
NR0B1;822;402;674;Cancer;1161;No;None;None;None;Low;Tbio
L3MBTL4;824;845;233;Alzheimer Disease;1161;No;None;None;None;None;Tbio
ZNF821;825;901;934;Alzheimer Disease;407;Yes;None;None;None;None;Tdark
HOXA1;826;517;567;Cancer;1161;No;None;None;None;None;Tbio
ZNF678;827;929;1196;Chronic Obstructive Pulmonary Disease;127;Yes;None;None;Anti-Longevity;None;Tdark
TGIF2;828;1050;797;Cancer;407;No;None;Unclear;None;None;Tbio
DLX6;829;514;581;Cancer;1161;No;None;None;None;Medium to Low;Tbio
TBX4;829;216;879;Alzheimer Disease;1161;No;None;None;None;None;Tbio
SOX3;831;394;702;Ischemic Stroke;1161;No;None;None;None;None;Tbio
PRDM8;832;800;1051;Cancer;407;Yes;None;None;None;None;Tbio
RFX2;833;559;1294;Chronic Obstructive Pulmonary Disease;407;No;None;Anti-Longevity;None;None;Tbio
SIX4;834;1080;783;Type 2 Diabetes Mellitus;407;Yes;None;None;None;None;Tbio
FEZF2;835;762;1102;Cancer;407;Yes;None;None;None;None;Tbio
ZNF845;835;1118;746;Age-Related Macular Degeneration;407;No;None;None;Anti-Longevity;None;Tdark
ANKZF1;837;893;219;Alzheimer Disease;1161;No;None;None;None;None;Tbio
CSRNP1;838;812;1056;Cancer;407;Yes;None;None;None;None;Tbio
MAFG;838;1048;820;Cancer;407;Yes;None;None;None;None;Tbio
ZNF878;840;1069;806;Age-Related Macular Degeneration;407;No;None;None;Anti-Longevity;None;Tdark
EBF3;841;393;729;Cancer;1161;Yes;None;None;None;None;Tbio
MESP1;841;1254;622;Cancer;407;Yes;None;None;None;None;Tbio
ZNF146;843;1108;769;Cancer;407;Yes;None;None;None;None;Tbio
FOXJ2;844;938;940;Cancer;407;Yes;None;None;None;None;Tbio
MBD3;844;1006;872;Cancer;407;Yes;None;None;None;None;Tbio
NKX6-3;846;909;223;Type 2 Diabetes Mellitus;1161;No;None;None;None;None;Tbio
PHOX2B;847;193;941;Type 2 Diabetes Mellitus;1161;No;None;None;None;None;Tbio
TEAD2;847;1206;962;Cancer;127;Yes;None;None;None;None;Tbio
DLX1;849;1078;811;Cancer;407;Yes;None;None;None;None;Tbio
ZNF750;850;894;999;Cancer;407;Yes;None;None;None;None;Tbio
ATF6B;851;1320;856;Cancer;127;Yes;None;Anti-Longevity;None;Medium to Low;Tbio
ATOH7;852;420;728;Age-Related Macular Degeneration;1161;No;None;None;None;None;Tbio
ZNF789;852;560;1342;Cancer;407;Yes;None;None;None;None;Tdark
ZNF296;854;829;1081;Cancer;407;Yes;None;None;None;None;Tbio
NANOGP8;855;1200;713;Cancer;407;No;None;Pro-Longevity;None;None;Tdark
ZNF683;856;1120;795;Cancer;407;No;None;Pro-Longevity;None;None;Tbio
CC2D1A;857;851;313;Alzheimer Disease;1161;No;None;None;None;None;Tbio
ZNF780A;857;963;955;Parkinson Disease;407;No;None;None;Anti-Longevity;None;Tdark
GLYR1;859;876;1324;Cancer;127;Yes;None;Anti-Longevity;None;None;Tbio
NEUROD2;860;499;669;Type 2 Diabetes Mellitus;1161;No;None;None;None;None;Tbio
SALL3;860;839;1083;Cancer;407;Yes;None;None;None;None;Tbio
ERF;862;462;709;Cancer;1161;No;None;None;None;Medium to Low;Tbio
LHX3;862;381;790;Cancer;1161;No;None;None;None;None;Tbio
ZNF140;864;1321;608;Type 2 Diabetes Mellitus;407;Yes;None;None;None;None;Tdark
ZNF891;865;1278;652;Type 2 Diabetes Mellitus;407;Yes;None;None;None;None;Tdark
HES6;866;1232;704;Cancer;407;Yes;None;None;None;None;Tbio
ZBTB48;867;1171;768;Cancer;407;Yes;None;None;None;Medium to Low;Tbio
HEYL;868;765;421;Alzheimer Disease;1161;No;None;None;None;None;Tbio
BATF2;869;1047;894;Cancer;407;Yes;None;None;None;None;Tbio
FOXR2;869;860;327;Type 2 Diabetes Mellitus;1161;No;None;None;None;None;Tbio
ZNF184;869;1448;838;Parkinson Disease;62;Yes;None;Pro-Longevity;Anti-Longevity;None;Tbio
ZNF461;869;1481;460;Alzheimer Disease;407;Yes;None;None;None;None;Tdark
TFDP2;873;468;720;Type 2 Diabetes Mellitus;1161;No;None;None;None;None;Tbio
POU6F1;874;975;969;Cancer;407;No;None;Anti-Longevity;None;None;Tbio
POU4F2;875;567;632;Age-Related Macular Degeneration;1161;No;None;None;None;None;Tbio
ALX4;876;267;933;Cancer;1161;No;None;None;None;None;Tbio
ZNF132;877;1221;1015;Cancer;127;Yes;None;None;Anti-Longevity;None;Tbio
DR1;878;410;794;Parkinson Disease;1161;No;None;None;None;Medium to Low;Tbio
TIGD2;879;895;1064;Chronic Obstructive Pulmonary Disease;407;Yes;None;None;None;None;Tdark
NFYC;880;1142;818;Cancer;407;Yes;None;None;None;None;Tbio
HOXB13;881;684;529;Cancer;1161;No;None;None;None;None;Tbio
PRR12;882;561;653;Heart Failure;1161;No;None;None;None;None;Tdark
PTF1A;883;621;597;Age-Related Macular Degeneration;1161;No;None;None;None;None;Tbio
ZNF778;883;952;1020;Type 2 Diabetes Mellitus;407;No;None;None;Anti-Longevity;None;Tdark
FOXN4;885;831;389;Myocardial Infarction;1161;No;None;None;None;None;Tbio
HOXD3;886;530;691;Cancer;1161;No;None;None;None;Medium to Low;Tbio
GSC;887;470;752;Cancer;1161;No;None;None;None;Medium to Low;Tbio
CAMTA2;888;978;1000;Alzheimer Disease;407;Yes;None;None;None;None;Tbio
ZNF234;888;1266;992;Alzheimer Disease;127;Yes;None;None;Anti-Longevity;None;Tdark
AKNA;890;510;715;Type 2 Diabetes Mellitus;1161;No;None;None;None;None;Tbio
ZNF598;891;1211;770;Cancer;407;Yes;None;None;None;None;Tbio
KLF11;892;572;657;Type 2 Diabetes Mellitus;1161;No;None;None;None;None;Tbio
RAX2;893;985;247;Age-Related Macular Degeneration;1161;No;None;None;None;None;Tbio
GTF2IRD2B;894;609;625;Type 2 Diabetes Mellitus;1161;No;None;None;None;None;Tbio
ZNF768;894;1281;707;Cancer;407;Yes;None;None;None;None;Tdark
ZNF438;896;576;1413;Myocardial Infarction;407;Yes;None;None;None;None;Tdark
VENTX;897;1383;887;Cancer;127;Yes;None;None;None;None;Tbio
PRDM12;898;959;1033;Cancer;407;Yes;None;None;None;None;Tbio
AHDC1;899;646;1347;Alzheimer Disease;407;Yes;None;None;None;None;Tbio
ARID3B;900;1088;906;Cancer;407;Yes;None;None;None;None;Tbio
SP110;900;785;1209;Cancer;407;Yes;None;None;None;None;Tbio
ZNF492;902;1462;533;Type 2 Diabetes Mellitus;407;Yes;None;None;None;None;Tdark
HOXC11;903;316;927;Cancer;1161;No;None;None;None;None;Tbio
MYOG;903;690;553;Cancer;1161;No;None;None;None;None;Tbio
NACC2;905;1237;763;Alzheimer Disease;407;Yes;None;None;None;None;Tbio
NKX2-8;906;1093;909;Cancer;407;Yes;None;None;None;None;Tbio
PRDM10;906;1081;921;Cancer;407;Yes;None;None;None;None;Tbio
PRDM13;908;529;723;Age-Related Macular Degeneration;1161;No;None;None;None;None;Tbio
ZNF326;908;954;1052;Cancer;407;Yes;None;None;None;None;Tbio
ASCL2;910;857;399;Type 2 Diabetes Mellitus;1161;No;None;None;None;None;Tbio
SRY;910;564;692;Cancer;1161;No;None;None;None;Low;Tbio
TIGD1;912;1139;874;Cancer;407;Yes;None;None;None;Low;Tdark
POU5F2;913;1084;934;Benign Prostatic Hyperplasia;407;No;None;Anti-Longevity;None;None;Tdark
LHX4;914;809;1210;Cancer;407;Yes;None;None;None;None;Tbio
ZNF334;915;1202;1104;Cancer;127;Yes;None;None;Anti-Longevity;None;Tdark
ZNF703;915;879;393;Type 2 Diabetes Mellitus;1161;No;None;None;None;None;Tbio
NPAS1;917;1146;1228;Parkinson Disease;62;Yes;None;Unclear;Anti-Longevity;None;Tbio
ZNF419;917;1271;758;Cancer;407;Yes;None;None;None;None;Tdark
ZNF257;919;1018;261;Type 2 Diabetes Mellitus;1161;No;None;None;None;None;Tdark
CREBZF;920;1191;844;Type 2 Diabetes Mellitus;407;Yes;None;None;None;None;Tbio
DNTTIP1;921;971;1066;Cancer;407;Yes;None;None;None;None;Tbio
ZNF77;922;1122;162;Myocardial Infarction;1161;No;None;None;None;None;Tbio
HMGN3;923;1198;852;Type 2 Diabetes Mellitus;407;Yes;None;None;None;None;Tbio
INSM2;923;1007;1043;Non-Alcoholic Fatty Liver Disease;407;Yes;None;None;None;None;Tbio
GMEB1;925;1330;732;Type 2 Diabetes Mellitus;407;Yes;None;None;None;None;Tbio
ZNF695;925;1123;939;Cancer;407;Yes;None;None;None;None;Tdark
MYF5;927;562;747;Type 2 Diabetes Mellitus;1161;No;None;None;None;None;Tbio
ZNF480;927;1419;924;Type 2 Diabetes Mellitus;127;Yes;None;None;Anti-Longevity;None;Tdark
DACH2;929;962;1103;Cancer;407;Yes;None;None;None;None;Tbio
NFYB;929;1257;808;Cancer;407;Yes;None;None;None;None;Tbio
LYL1;931;294;1018;Cancer;1161;No;None;None;None;None;Tbio
ZNF468;931;1043;1023;Cancer;407;No;None;None;Anti-Longevity;None;Tdark
ZFX;933;861;455;Osteoarthritis;1161;Yes;None;None;None;None;Tbio
ZNF248;934;1019;1053;Cancer;407;Yes;None;None;None;None;Tdark
PRDM4;935;917;1156;Cancer;407;Yes;None;None;None;None;Tbio
ZNF69;935;1227;846;Type 2 Diabetes Mellitus;407;Yes;None;None;None;None;Tbio
ZNF420;937;854;1220;Alzheimer Disease;407;No;None;None;Anti-Longevity;None;Tbio
CEBPE;938;341;980;Atherosclerosis;1161;No;None;None;None;None;Tbio
ZNF10;939;1497;579;Type 2 Diabetes Mellitus;407;Yes;None;None;None;None;Tbio
JRK;940;914;1166;Cancer;407;Yes;None;None;None;None;Tdark
ZHX1;940;1132;194;Alzheimer Disease;1161;No;None;None;None;None;Tbio
ZNF645;940;841;485;Cancer;1161;No;None;None;None;None;None
ZNF407;943;760;1322;Cancer;407;Yes;None;None;None;None;Tbio
TFAP2D;944;569;764;Cancer;1161;No;None;None;None;None;Tbio
ZNF219;945;835;1253;Parkinson Disease;407;Yes;None;None;None;None;Tbio
ZFP1;946;968;1122;Cancer;407;Yes;None;None;None;None;Tbio
ZNF277;946;1066;1024;Cancer;407;Yes;None;None;None;None;Tbio
GPBP1L1;948;1095;245;Age-Related Hearing Impairment;1161;No;None;None;None;None;Tdark
SOX12;948;1261;833;Cancer;407;Yes;None;None;None;None;Tbio
ZNF251;950;1353;745;Type 2 Diabetes Mellitus;407;No;None;None;Anti-Longevity;None;Tdark
ZNF18;951;891;1211;Cancer;407;No;None;None;Anti-Longevity;None;Tdark
NR6A1;952;1119;985;Cancer;407;Yes;None;None;None;Low;Tbio
PURB;952;976;1128;Cancer;407;Yes;None;None;None;None;Tbio
MBD1;954;1121;984;Cancer;407;Yes;None;None;None;None;Tbio
